tone,split
surge-patches-3rdparty-Zoozither-Basses-Rip-Fat-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Shuttle-1-velocity64,valid
surge-patches-3rdparty-Zoozither-Basses-Shuttle-2-velocity64,train
surge-patches-3rdparty-Zoozither-Basses-Tired-Double-velocity64,train
surge-patches-3rdparty-Zoozither-FX-Arrival-velocity64,train
surge-patches-3rdparty-Zoozither-FX-Braqo-WT-velocity64,valid
surge-patches-3rdparty-Zoozither-FX-Raft-velocity64,train
surge-patches-3rdparty-Zoozither-FX-Shortwave-velocity64,train
surge-patches-3rdparty-Zoozither-Keys-Clavish-velocity64,train
surge-patches-3rdparty-Zoozither-Keys-Plaything-velocity64,valid
surge-patches-3rdparty-Zoozither-Keys-Station-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Add-Wind-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Ahead-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Benny-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Bottlefly-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Charmer-Wah-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Charmer-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Clingy-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Conflict-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Current-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Expansion-1-velocity64,test
surge-patches-3rdparty-Zoozither-Leads-Expansion-2-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Fish-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Flutter-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Frontal-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Gurgle-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Higher-velocity64,test
surge-patches-3rdparty-Zoozither-Leads-Iceover-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-In-The-Water-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Meltdown-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Modified-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Modrops-1-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Modrops-2-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Mute-velocity64,valid
surge-patches-3rdparty-Zoozither-Leads-Neustation-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Partite-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Quickspit-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Seesaw-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Segur-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Spacious-velocity64,valid
surge-patches-3rdparty-Zoozither-Leads-Streetsweeper-velocity64,valid
surge-patches-3rdparty-Zoozither-Leads-Swamp-1-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Swamp-2-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Tragic-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Triumph-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Twitter-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Unleaded-velocity64,valid
surge-patches-3rdparty-Zoozither-Leads-Unstable-velocity64,train
surge-patches-3rdparty-Zoozither-Leads-Wave-Bye-velocity64,test
surge-patches-3rdparty-Zoozither-Pads-Coldness-1-velocity64,train
surge-patches-3rdparty-Zoozither-Pads-Coldness-2-velocity64,train
surge-patches-3rdparty-Zoozither-Pads-Coldness-3-velocity64,train
surge-patches-3rdparty-Zoozither-Pads-Oncoming-velocity64,test
surge-patches-3rdparty-Zoozither-Plucks-Boing-1-velocity64,test
surge-patches-3rdparty-Zoozither-Plucks-Boing-2-velocity64,train
surge-patches-3rdparty-Zoozither-Plucks-Conjurer-velocity64,train
surge-patches-3rdparty-Zoozither-Plucks-Icy-Pluck-velocity64,test
surge-patches-3rdparty-Zoozither-Plucks-Suffer-velocity64,train
surge-patches-3rdparty-Zoozither-Plucks-Wall-Eye-velocity64,train
surge-patches-3rdparty-Zoozither-Rhythms-Goose-velocity64,train
surge-patches-3rdparty-Zoozither-Rhythms-Intruder-velocity64,train
surge-patches-3rdparty-Zoozither-Rhythms-Jumper-velocity64,train
surge-patches-3rdparty-Zoozither-Rhythms-Lazy-Motion-velocity64,train
surge-patches-3rdparty-Zoozither-Rhythms-Nightcrawler-velocity64,train
surge-patches-3rdparty-Zoozither-Rhythms-Ventricle-1-velocity64,train
surge-patches-3rdparty-Zoozither-Rhythms-Ventricle-2-velocity64,train
surge-patches-3rdparty-Zoozither-Soundscapes-Glow-1-velocity64,train
surge-patches-3rdparty-Zoozither-Soundscapes-Glow-2-velocity64,train
surge-patches-3rdparty-Zoozither-Soundscapes-Harshness-velocity64,train
surge-patches-3rdparty-Zoozither-Soundscapes-Jimson-velocity64,train
surge-patches-3rdparty-Zoozither-Soundscapes-Plectrum-1-velocity64,train
surge-patches-3rdparty-Zoozither-Soundscapes-Plectrum-2-velocity64,train
surge-patches-3rdparty-Zoozither-Soundscapes-Starfield-velocity64,test
surge-patches-3rdparty-Zoozither-Soundscapes-Static-velocity64,train
surge-patches-3rdparty-Zoozither-Soundscapes-Warble-velocity64,train
surge-patches-3rdparty-Zoozither-Splits-Hilo-velocity64,train
surge-patches-3rdparty-Zoozither-Vox-Hell-Choir-1-velocity64,test
surge-patches-3rdparty-Zoozither-Vox-Hell-Choir-2-velocity64,train
surge-patches-3rdparty-Zoozither-Vox-Munchkin-1-velocity64,train
surge-patches-3rdparty-Zoozither-Vox-Munchkin-2-velocity64,train
surge-patches-3rdparty-Zoozither-Vox-Munchkin-3-velocity64,valid
surge-patches-3rdparty-Zoozither-Vox-Release-Me-velocity64,test
surge-patches-3rdparty-Zoozither-Vox-Whisper-velocity64,train
surge-patches-factory-Basses-Attacky-velocity64,train
surge-patches-factory-Basses-Bass-1-velocity64,test
surge-patches-factory-Basses-Bass-2-velocity64,valid
surge-patches-factory-Basses-Bass-3-velocity64,train
surge-patches-factory-Basses-Bass-4-velocity64,train
surge-patches-factory-Basses-Bass-5-velocity64,train
surge-patches-factory-Basses-Behemoth-velocity64,test
surge-patches-factory-Basses-Crush-Bass-velocity64,train
surge-patches-factory-Basses-Deep-End-velocity64,train
surge-patches-factory-Basses-Digibass-velocity64,test
surge-patches-factory-Basses-Dist-Bass-1-velocity64,train
surge-patches-factory-Basses-Dist-Bass-2-velocity64,train
surge-patches-factory-Basses-Distorted-Bass-velocity64,valid
surge-patches-factory-Basses-Distorted-FM-velocity64,train
surge-patches-factory-Basses-Distorted-MW-velocity64,train
surge-patches-factory-Basses-Doomsday-velocity64,train
surge-patches-factory-Basses-E-Bass-velocity64,train
surge-patches-factory-Basses-Eighties-Drone-velocity64,train
surge-patches-factory-Basses-Evilous-velocity64,train
surge-patches-factory-Basses-FM-Bass-1-velocity64,test
surge-patches-factory-Basses-FM-Bass-2-velocity64,train
surge-patches-factory-Basses-FM-Bass-3-velocity64,train
surge-patches-factory-Basses-FM-Bass-4-velocity64,train
surge-patches-factory-Basses-FM-Bass-5-velocity64,train
surge-patches-factory-Basses-FM-Bass-6-velocity64,valid
surge-patches-factory-Basses-FM-Combo-velocity64,valid
surge-patches-factory-Basses-FM-Slap-velocity64,train
surge-patches-factory-Basses-Fingered-velocity64,train
surge-patches-factory-Basses-Helmeto-velocity64,train
surge-patches-factory-Basses-Lord-Sawtooth-velocity64,train
surge-patches-factory-Basses-Mellow-velocity64,train
surge-patches-factory-Basses-Metal-Square-velocity64,test
surge-patches-factory-Basses-Mmm-Pointy-velocity64,train
surge-patches-factory-Basses-Piano-Bass-velocity64,train
surge-patches-factory-Basses-Plain-velocity64,train
surge-patches-factory-Basses-Ring-Mayhem-velocity64,train
surge-patches-factory-Basses-Rubber-Bass-velocity64,train
surge-patches-factory-Basses-Rumble-velocity64,train
surge-patches-factory-Basses-Saw-Lo-Fi-velocity64,train
surge-patches-factory-Basses-Schnell-velocity64,valid
surge-patches-factory-Basses-Slow-velocity64,train
surge-patches-factory-Basses-Smoothie-velocity64,valid
surge-patches-factory-Basses-Square-Bass-velocity64,train
surge-patches-factory-Basses-Squared-velocity64,train
surge-patches-factory-Basses-Stable-velocity64,train
surge-patches-factory-Basses-Static-1-velocity64,train
surge-patches-factory-Basses-Static-2-velocity64,train
surge-patches-factory-Basses-Stone-velocity64,train
surge-patches-factory-Basses-Sub-1-velocity64,train
surge-patches-factory-Basses-Sub-2-velocity64,train
surge-patches-factory-Basses-Sub-3-velocity64,train
surge-patches-factory-Basses-Sub-4-velocity64,train
surge-patches-factory-Basses-Sub-Square-velocity64,valid
surge-patches-factory-Basses-Tacky-1-velocity64,valid
surge-patches-factory-Basses-Tacky-2-velocity64,train
surge-patches-factory-Basses-Theme-velocity64,train
surge-patches-factory-Basses-WT-Bass-velocity64,train
surge-patches-factory-Basses-Wide-Bassline-velocity64,train
surge-patches-factory-Basses-Width-velocity64,train
surge-patches-factory-Brass-Brassy-velocity64,test
surge-patches-factory-Brass-Buggy-Brass-velocity64,train
surge-patches-factory-Brass-Crisp-Noise-Brass-velocity64,train
surge-patches-factory-Brass-JX-10-Double-Brass-velocity64,test
surge-patches-factory-Brass-OB-8-Jump-velocity64,train
surge-patches-factory-Brass-Plastic-Brass-velocity64,test
surge-patches-factory-Brass-Reso-Brassy-velocity64,train
surge-patches-factory-Brass-Synth-Brass-1-velocity64,train
surge-patches-factory-Brass-Synth-Brass-2-velocity64,train
surge-patches-factory-Brass-Synth-Brass-3-velocity64,train
surge-patches-factory-Brass-Toto-Brass-velocity64,train
surge-patches-factory-Chords-Inharmonic-Stab-velocity64,train
surge-patches-factory-Chords-Maj-Min-Saw-velocity64,train
surge-patches-factory-Chords-Maj-Min-Stab-velocity64,train
surge-patches-factory-Chords-Major-7-MkI-velocity64,test
surge-patches-factory-Chords-Major-7-MkII-velocity64,train
surge-patches-factory-Chords-Minor-7-velocity64,train
surge-patches-factory-Chords-Minor-Chord-Retro-Stab-velocity64,train
surge-patches-factory-Chords-Tek-Stab-velocity64,train
surge-patches-factory-FX-Aggero-velocity64,valid
surge-patches-factory-FX-Alarm-velocity64,valid
surge-patches-factory-FX-Aliens-velocity64,train
surge-patches-factory-FX-Bork-velocity64,test
surge-patches-factory-FX-Busy-velocity64,test
surge-patches-factory-FX-Chaotry-velocity64,train
surge-patches-factory-FX-Crackling-velocity64,train
surge-patches-factory-FX-DTMF-velocity64,train
surge-patches-factory-FX-Damage-Dealer-velocity64,train
surge-patches-factory-FX-Die-ie-ie-velocity64,train
surge-patches-factory-FX-Dishonest-velocity64,train
surge-patches-factory-FX-Evil-Sucker-Seq-velocity64,valid
surge-patches-factory-FX-Fireworks-velocity64,train
surge-patches-factory-FX-Fry-s-Holophoner-velocity64,train
surge-patches-factory-FX-Geiger-velocity64,train
surge-patches-factory-FX-Harm-velocity64,train
surge-patches-factory-FX-Health-Care-velocity64,test
surge-patches-factory-FX-Metal-Pluck-velocity64,train
surge-patches-factory-FX-Radio-Noise-velocity64,train
surge-patches-factory-FX-Rather-Low-velocity64,train
surge-patches-factory-FX-Space-Adventure-1-velocity64,train
surge-patches-factory-FX-Space-Adventure-2-velocity64,test
surge-patches-factory-FX-Space-Cadet-velocity64,train
surge-patches-factory-FX-Spooky-Fish-velocity64,train
surge-patches-factory-FX-Unsettler-velocity64,train
surge-patches-factory-FX-Vinyl-velocity64,train
surge-patches-factory-Keys-Artificial-1-velocity64,train
surge-patches-factory-Keys-Artificial-2-velocity64,train
surge-patches-factory-Keys-Church-velocity64,train
surge-patches-factory-Keys-Circus-1-velocity64,train
surge-patches-factory-Keys-Circus-2-velocity64,train
surge-patches-factory-Keys-DX-EP-velocity64,train
surge-patches-factory-Keys-Digi-Harpsi-velocity64,train
surge-patches-factory-Keys-Dirt-velocity64,valid
surge-patches-factory-Keys-EP-1-velocity64,test
surge-patches-factory-Keys-EP-2-velocity64,train
surge-patches-factory-Keys-Experiment-velocity64,train
surge-patches-factory-Keys-House-Organ-velocity64,train
surge-patches-factory-Keys-Organ-1-velocity64,test
surge-patches-factory-Keys-Organ-2-velocity64,test
surge-patches-factory-Keys-Organ-3-velocity64,valid
surge-patches-factory-Keys-Soft-Suitcase-velocity64,train
surge-patches-factory-Leads-Acidofil-velocity64,train
surge-patches-factory-Leads-Agroculture-velocity64,valid
surge-patches-factory-Leads-Asymptote-velocity64,train
surge-patches-factory-Leads-Bad-Childhood-velocity64,valid
surge-patches-factory-Leads-Banjo-Remains-velocity64,train
surge-patches-factory-Leads-Banter-velocity64,test
surge-patches-factory-Leads-Bee-velocity64,valid
surge-patches-factory-Leads-Bitten-velocity64,train
surge-patches-factory-Leads-Boll-velocity64,valid
surge-patches-factory-Leads-Broken-One-velocity64,train
surge-patches-factory-Leads-Butter-velocity64,train
surge-patches-factory-Leads-Caveman-velocity64,train
surge-patches-factory-Leads-Cell-velocity64,train
surge-patches-factory-Leads-Chatter-velocity64,valid
surge-patches-factory-Leads-Classic-Lead-1-velocity64,train
surge-patches-factory-Leads-Classic-Lead-2-velocity64,train
surge-patches-factory-Leads-Classical-velocity64,train
surge-patches-factory-Leads-Clean-Shit-velocity64,train
surge-patches-factory-Leads-Condom-velocity64,train
surge-patches-factory-Leads-Cottage-velocity64,train
surge-patches-factory-Leads-Cray-velocity64,train
surge-patches-factory-Leads-Crisp-PWM-velocity64,train
surge-patches-factory-Leads-DNA-Sequencer-velocity64,train
surge-patches-factory-Leads-Digi-It-velocity64,train
surge-patches-factory-Leads-Digi-Portalead-velocity64,valid
surge-patches-factory-Leads-Distortionworks-velocity64,train
surge-patches-factory-Leads-Dome-velocity64,train
surge-patches-factory-Leads-Duck-and-Cover-velocity64,train
surge-patches-factory-Leads-Eight-velocity64,train
surge-patches-factory-Leads-Etwas-velocity64,train
surge-patches-factory-Leads-FM-Is-Growing-On-Me-velocity64,train
surge-patches-factory-Leads-FM-Rock-velocity64,test
surge-patches-factory-Leads-Fairy-velocity64,train
surge-patches-factory-Leads-Flawed-Science-velocity64,test
surge-patches-factory-Leads-Fluff-velocity64,train
surge-patches-factory-Leads-Formant-Pulse-velocity64,test
surge-patches-factory-Leads-Fuji-velocity64,train
surge-patches-factory-Leads-Fundament-velocity64,train
surge-patches-factory-Leads-Fyllo-Dual-velocity64,train
surge-patches-factory-Leads-Gallium-Arsenic-velocity64,train
surge-patches-factory-Leads-Generic-velocity64,train
surge-patches-factory-Leads-Gliss-Lead-velocity64,train
surge-patches-factory-Leads-Harsh-velocity64,valid
surge-patches-factory-Leads-Harsher-velocity64,train
surge-patches-factory-Leads-Hippo-velocity64,train
surge-patches-factory-Leads-Hof-velocity64,train
surge-patches-factory-Leads-In-The-Distance-velocity64,train
surge-patches-factory-Leads-Kilkenny-velocity64,train
surge-patches-factory-Leads-Koala-1-velocity64,train
surge-patches-factory-Leads-Koala-2-velocity64,test
surge-patches-factory-Leads-Kurasu-velocity64,valid
surge-patches-factory-Leads-Labcoat-velocity64,train
surge-patches-factory-Leads-Later-velocity64,train
surge-patches-factory-Leads-Legoland-velocity64,train
surge-patches-factory-Leads-Lera-velocity64,train
surge-patches-factory-Leads-Light-velocity64,train
surge-patches-factory-Leads-Log-Log-velocity64,train
surge-patches-factory-Leads-Long-Stocking-velocity64,train
surge-patches-factory-Leads-Markov-velocity64,train
surge-patches-factory-Leads-Moogy-Saw-velocity64,train
surge-patches-factory-Leads-Mosquito-velocity64,train
surge-patches-factory-Leads-Motion-velocity64,test
surge-patches-factory-Leads-Mundane-velocity64,train
surge-patches-factory-Leads-Nastyfication-velocity64,train
surge-patches-factory-Leads-Not-Nearly-As-Harsh-velocity64,train
surge-patches-factory-Leads-Octave-Dodger-velocity64,train
surge-patches-factory-Leads-Oldest-Trick-In-The-Book-MW-velocity64,train
surge-patches-factory-Leads-Organ-Donor-velocity64,train
surge-patches-factory-Leads-Owl-velocity64,train
surge-patches-factory-Leads-Panda-velocity64,train
surge-patches-factory-Leads-Pet-velocity64,train
surge-patches-factory-Leads-Phase-Pass-velocity64,train
surge-patches-factory-Leads-Photon-velocity64,train
surge-patches-factory-Leads-Play-Nice-velocity64,train
surge-patches-factory-Leads-Probability-velocity64,train
surge-patches-factory-Leads-Qealchee-velocity64,train
surge-patches-factory-Leads-Quick-Basic-velocity64,train
surge-patches-factory-Leads-Quirp-velocity64,train
surge-patches-factory-Leads-Quiz-velocity64,valid
surge-patches-factory-Leads-Radon-velocity64,train
surge-patches-factory-Leads-Resofest-1-velocity64,valid
surge-patches-factory-Leads-Resofest-2-velocity64,train
surge-patches-factory-Leads-Resofest-3-velocity64,train
surge-patches-factory-Leads-Resofest-4-velocity64,train
surge-patches-factory-Leads-Riemann-velocity64,train
surge-patches-factory-Leads-Rough-velocity64,train
surge-patches-factory-Leads-Rundfunk-Funk-velocity64,train
surge-patches-factory-Leads-Saw-Octaves-velocity64,train
surge-patches-factory-Leads-Scooped-velocity64,train
surge-patches-factory-Leads-Scream-Lead-velocity64,train
surge-patches-factory-Leads-Screamer-velocity64,train
surge-patches-factory-Leads-Screamy-Verby-velocity64,train
surge-patches-factory-Leads-Semi-clip-velocity64,train
surge-patches-factory-Leads-Serial-velocity64,train
surge-patches-factory-Leads-Shanai-velocity64,valid
surge-patches-factory-Leads-Sharpish-velocity64,train
surge-patches-factory-Leads-Sheep-Clothing-MW-velocity64,train
surge-patches-factory-Leads-Simple-ATC-velocity64,train
surge-patches-factory-Leads-Simpler-Times-velocity64,train
surge-patches-factory-Leads-Sine-Lead-velocity64,train
surge-patches-factory-Leads-Sine-Saw-Acidish-velocity64,valid
surge-patches-factory-Leads-Smoothness-World-Cup-velocity64,train
surge-patches-factory-Leads-Smoothy-Hollow-velocity64,train
surge-patches-factory-Leads-Somewhere-MW-velocity64,valid
surge-patches-factory-Leads-Square-velocity64,train
surge-patches-factory-Leads-Squelch-velocity64,valid
surge-patches-factory-Leads-Squiggly-velocity64,test
surge-patches-factory-Leads-Stepmother-velocity64,train
surge-patches-factory-Leads-Sweepy-velocity64,train
surge-patches-factory-Leads-Sync-Harmonics-velocity64,test
surge-patches-factory-Leads-Sync-Lead-velocity64,train
surge-patches-factory-Leads-Synth-Guitar-1-velocity64,train
surge-patches-factory-Leads-Synth-Guitar-2-velocity64,train
surge-patches-factory-Leads-Talky-1-MW-velocity64,train
surge-patches-factory-Leads-Talky-2-MW-velocity64,train
surge-patches-factory-Leads-Tank-Top-velocity64,train
surge-patches-factory-Leads-Tight-Bassline-velocity64,train
surge-patches-factory-Leads-Tok-velocity64,train
surge-patches-factory-Leads-Tolk-velocity64,valid
surge-patches-factory-Leads-Triple-velocity64,train
surge-patches-factory-Leads-Turbo-Solo-velocity64,train
surge-patches-factory-Leads-Turbo-velocity64,train
surge-patches-factory-Leads-Untamed-velocity64,train
surge-patches-factory-Leads-Up-Down-velocity64,train
surge-patches-factory-Leads-Very-Chorus-velocity64,train
surge-patches-factory-Leads-Violini-Solo-velocity64,train
surge-patches-factory-Leads-Vocal-Lead-velocity64,train
surge-patches-factory-Leads-WG-01-velocity64,train
surge-patches-factory-Leads-Wombat-velocity64,test
surge-patches-factory-Leads-Zero-Zero-One-velocity64,train
surge-patches-factory-Leads-ucomputer-velocity64,train
surge-patches-factory-MPE-Baritonosaurus-Saxus-velocity64,valid
surge-patches-factory-MPE-Bloom-velocity64,train
surge-patches-factory-MPE-Coteaux-du-Giennois-velocity64,train
surge-patches-factory-MPE-Lead-With-A-Bell-Attack-velocity64,train
surge-patches-factory-MPE-Moving-Day-In-The-Caves-velocity64,train
surge-patches-factory-MPE-Pad-Plink-n-Move-velocity64,train
surge-patches-factory-MPE-Sticky-velocity64,train
surge-patches-factory-MPE-The-Elephant-Told-You-velocity64,train
surge-patches-factory-MPE-The-Shoebox-velocity64,train
surge-patches-factory-Pads-Alias-Pornography-velocity64,train
surge-patches-factory-Pads-Assymetry-velocity64,train
surge-patches-factory-Pads-Bell-Pad-velocity64,train
surge-patches-factory-Pads-Bells-and-Sweep-velocity64,valid
surge-patches-factory-Pads-Bright-velocity64,train
surge-patches-factory-Pads-Burden-velocity64,train
surge-patches-factory-Pads-Canadians-velocity64,train
surge-patches-factory-Pads-Choir-Pad-Thing-velocity64,train
surge-patches-factory-Pads-Chowning-velocity64,train
surge-patches-factory-Pads-Communication-velocity64,train
surge-patches-factory-Pads-Computers-In-Space-velocity64,train
surge-patches-factory-Pads-Death-To-Gator-velocity64,train
surge-patches-factory-Pads-Distant-velocity64,train
surge-patches-factory-Pads-Distorted-Choir-1-velocity64,train
surge-patches-factory-Pads-Distorted-Choir-2-velocity64,train
surge-patches-factory-Pads-Endgame-velocity64,train
surge-patches-factory-Pads-FM-Pad-velocity64,train
surge-patches-factory-Pads-Flux-Capacitor-velocity64,train
surge-patches-factory-Pads-Formants-MW-velocity64,train
surge-patches-factory-Pads-Ghost-Pad-velocity64,train
surge-patches-factory-Pads-Gliss-Movement-velocity64,train
surge-patches-factory-Pads-Growth-velocity64,train
surge-patches-factory-Pads-Harmonic-Sweep-velocity64,train
surge-patches-factory-Pads-Harsh-Saw-velocity64,train
surge-patches-factory-Pads-Hmm-velocity64,train
surge-patches-factory-Pads-Legacy-velocity64,train
surge-patches-factory-Pads-Louder-velocity64,train
surge-patches-factory-Pads-MKS-70-Warm-Pad-velocity64,valid
surge-patches-factory-Pads-MW-Pulsating-velocity64,train
surge-patches-factory-Pads-Moody-Statement-velocity64,train
surge-patches-factory-Pads-Newton-Was-Evil-velocity64,train
surge-patches-factory-Pads-Ooh-velocity64,train
surge-patches-factory-Pads-Pad-1-velocity64,train
surge-patches-factory-Pads-Pad-2-MW-velocity64,train
surge-patches-factory-Pads-Pad-3-velocity64,train
surge-patches-factory-Pads-Pad-4-velocity64,valid
surge-patches-factory-Pads-Pad-5-velocity64,train
surge-patches-factory-Pads-Pad-6-velocity64,train
surge-patches-factory-Pads-Pad-7-velocity64,train
surge-patches-factory-Pads-Pad-8-velocity64,train
surge-patches-factory-Pads-Primes-velocity64,train
surge-patches-factory-Pads-Retro-Choir-velocity64,train
surge-patches-factory-Pads-Ringing-velocity64,train
surge-patches-factory-Pads-Robochoir-1-velocity64,train
surge-patches-factory-Pads-Robochoir-2-velocity64,train
surge-patches-factory-Pads-Safety-velocity64,train
surge-patches-factory-Pads-Sawteeth-velocity64,train
surge-patches-factory-Pads-Semiconductor-velocity64,test
surge-patches-factory-Pads-Semihaunt-velocity64,valid
surge-patches-factory-Pads-Smooth-Dist-velocity64,valid
surge-patches-factory-Pads-Sparkly-velocity64,train
surge-patches-factory-Pads-Sprinkly-velocity64,test
surge-patches-factory-Pads-Still-velocity64,train
surge-patches-factory-Pads-Stretch-velocity64,train
surge-patches-factory-Pads-Subtle-Comb-Strings-velocity64,train
surge-patches-factory-Pads-Sunday-velocity64,train
surge-patches-factory-Pads-Super-velocity64,test
surge-patches-factory-Pads-Synth-Choir-MW-O-Ah-velocity64,test
surge-patches-factory-Pads-Verb-Pad-velocity64,train
surge-patches-factory-Pads-Well-velocity64,train
surge-patches-factory-Pads-Winter-Warmer-velocity64,train
surge-patches-factory-Pads-Worried-velocity64,train
surge-patches-factory-Pads-Xbox-1-velocity64,train
surge-patches-factory-Pads-Xbox-2-velocity64,test
surge-patches-factory-Pads-Yeti-Funeral-velocity64,train
surge-patches-factory-Percussion-Drum-One-velocity64,train
surge-patches-factory-Percussion-Kick-909ish-velocity64,train
surge-patches-factory-Percussion-Kick-Tech-1-velocity64,train
surge-patches-factory-Percussion-Kick-Tech-2-velocity64,train
surge-patches-factory-Percussion-Snare-Tight-velocity64,train
surge-patches-factory-Percussion-Synth-Tom-1-velocity64,train
surge-patches-factory-Percussion-Synth-Tom-2-velocity64,train
surge-patches-factory-Percussion-Synth-Tom-3-velocity64,train
surge-patches-factory-Percussion-Verber-velocity64,train
surge-patches-factory-Plucks-80s-Gliss-velocity64,valid
surge-patches-factory-Plucks-ACME-velocity64,train
surge-patches-factory-Plucks-Agropop-velocity64,train
surge-patches-factory-Plucks-Ambient-E-Guitar-velocity64,train
surge-patches-factory-Plucks-Artificial-velocity64,valid
surge-patches-factory-Plucks-Asymmetry-velocity64,train
surge-patches-factory-Plucks-Battered-Beauty-velocity64,train
surge-patches-factory-Plucks-Bell-1-velocity64,train
surge-patches-factory-Plucks-Bell-2-velocity64,train
surge-patches-factory-Plucks-Belle-velocity64,train
surge-patches-factory-Plucks-Bite-velocity64,train
surge-patches-factory-Plucks-Blekinge-velocity64,valid
surge-patches-factory-Plucks-Brut-de-Bollebygd-velocity64,train
surge-patches-factory-Plucks-CLRKSWRD-velocity64,train
surge-patches-factory-Plucks-Clean-velocity64,train
surge-patches-factory-Plucks-Comb-Pluck-velocity64,train
surge-patches-factory-Plucks-Convex-velocity64,train
surge-patches-factory-Plucks-Cuto-velocity64,train
surge-patches-factory-Plucks-Delay-Dancer-velocity64,valid
surge-patches-factory-Plucks-Delay-Pops-1-velocity64,train
surge-patches-factory-Plucks-Delay-Pops-2-velocity64,train
surge-patches-factory-Plucks-Delay-Pops-3-velocity64,train
surge-patches-factory-Plucks-Delay-Pops-4-velocity64,train
surge-patches-factory-Plucks-Delay-Pops-5-velocity64,train
surge-patches-factory-Plucks-Diamonds-velocity64,train
surge-patches-factory-Plucks-E-Guitar-velocity64,train
surge-patches-factory-Plucks-East-velocity64,train
surge-patches-factory-Plucks-Enhanced-Forest-velocity64,train
surge-patches-factory-Plucks-FM-Pluck-velocity64,train
surge-patches-factory-Plucks-FM-Poops-velocity64,valid
surge-patches-factory-Plucks-Falling-Down-velocity64,train
surge-patches-factory-Plucks-Fantasy-Bell-velocity64,train
surge-patches-factory-Plucks-Fluortant-velocity64,valid
surge-patches-factory-Plucks-Fog-velocity64,train
surge-patches-factory-Plucks-Forever-velocity64,train
surge-patches-factory-Plucks-Freedom-Fries-velocity64,train
surge-patches-factory-Plucks-Friendly-velocity64,train
surge-patches-factory-Plucks-Frog-velocity64,train
surge-patches-factory-Plucks-Gliss-Pluck-Distorted-velocity64,train
surge-patches-factory-Plucks-Gliss-Pluck-velocity64,valid
surge-patches-factory-Plucks-Good-Childhood-velocity64,train
surge-patches-factory-Plucks-Guitar-velocity64,valid
surge-patches-factory-Plucks-Half-FM-velocity64,train
surge-patches-factory-Plucks-Happy-velocity64,train
surge-patches-factory-Plucks-Harmonics-1-velocity64,train
surge-patches-factory-Plucks-Harmonics-2-velocity64,test
surge-patches-factory-Plucks-Hasselhoff-velocity64,train
surge-patches-factory-Plucks-Hybrid-1-velocity64,train
surge-patches-factory-Plucks-Hybrid-2-velocity64,train
surge-patches-factory-Plucks-Icebreaker-velocity64,train
surge-patches-factory-Plucks-Late-Fall-velocity64,train
surge-patches-factory-Plucks-Light-1-velocity64,train
surge-patches-factory-Plucks-Light-2-velocity64,train
surge-patches-factory-Plucks-Lighter-velocity64,train
surge-patches-factory-Plucks-Lil-Exploders-velocity64,train
surge-patches-factory-Plucks-Lo-Fi-Pluck-velocity64,train
surge-patches-factory-Plucks-MW-Morph-velocity64,train
surge-patches-factory-Plucks-Magic-Music-Box-velocity64,train
surge-patches-factory-Plucks-Magical-Guitar-velocity64,train
surge-patches-factory-Plucks-Man-Machine-velocity64,train
surge-patches-factory-Plucks-Messy-velocity64,train
surge-patches-factory-Plucks-Metallic-velocity64,train
surge-patches-factory-Plucks-Mol-velocity64,train
surge-patches-factory-Plucks-Mollusk-velocity64,train
surge-patches-factory-Plucks-Mr-Sparkle-velocity64,train
surge-patches-factory-Plucks-Mystic-velocity64,train
surge-patches-factory-Plucks-Nice-Pluck-1-velocity64,test
